,Date,Home,Away,DidHomeWin
3632,2017-01-16,Milwaukee,Philadelphia,False
3633,2017-01-16,Indiana,New Orleans,True
3634,2017-01-16,Denver,Orlando,True
3635,2017-01-16,Boston,Charlotte,True
3636,2017-01-16,Golden State,Cleveland,True
3637,2017-01-16,Phoenix,Utah,False
3638,2017-01-16,LA Clippers,Okla City,True
3639,2017-01-17,Brooklyn,Toronto,False
3640,2017-01-17,Miami,Houston,True
3641,2017-01-17,Chicago,Dallas,False
3642,2017-01-17,San Antonio,Minnesota,True
3643,2017-01-17,LA Lakers,Denver,False
3644,2017-01-18,Charlotte,Portland,True
3645,2017-01-18,Philadelphia,Toronto,True
3646,2017-01-18,Washington,Memphis,True
3647,2017-01-18,Boston,New York,False
3648,2017-01-18,Detroit,Atlanta,True
3649,2017-01-18,Houston,Milwaukee,True
3650,2017-01-18,New Orleans,Orlando,True
3651,2017-01-18,Golden State,Okla City,True
3652,2017-01-18,Sacramento,Indiana,False
3653,2017-01-19,Cleveland,Phoenix,True
3654,2017-01-19,Miami,Dallas,True
3655,2017-01-19,New York,Washington,False
3656,2017-01-19,San Antonio,Denver,True
3657,2017-01-19,LA Clippers,Minnesota,False
3658,2017-01-20,Charlotte,Toronto,True
3659,2017-01-20,Orlando,Milwaukee,True
3660,2017-01-20,Philadelphia,Portland,True
3661,2017-01-20,Atlanta,Chicago,True
3662,2017-01-20,Houston,Golden State,False
3663,2017-01-20,Memphis,Sacramento,True
3664,2017-01-20,New Orleans,Brooklyn,False
3665,2017-01-20,Dallas,Utah,False
3666,2017-01-20,LA Lakers,Indiana,True
3667,2017-01-21,Boston,Portland,False
3668,2017-01-21,Detroit,Washington,True
3669,2017-01-21,Atlanta,Philadelphia,True
3670,2017-01-21,Charlotte,Brooklyn,True
3671,2017-01-21,Miami,Milwaukee,True
3672,2017-01-21,New York,Phoenix,False
3673,2017-01-21,Memphis,Houston,False
3674,2017-01-21,Cleveland,San Antonio,False
3675,2017-01-21,Chicago,Sacramento,True
3676,2017-01-21,Denver,LA Clippers,True
3677,2017-01-21,Utah,Indiana,True
3678,2017-01-22,Orlando,Golden State,False
3679,2017-01-22,Dallas,LA Lakers,True
3680,2017-01-22,Toronto,Phoenix,False
3681,2017-01-22,Minnesota,Denver,True
3682,2017-01-23,Charlotte,Washington,False
3683,2017-01-23,Atlanta,LA Clippers,False
3684,2017-01-23,Brooklyn,San Antonio,False
3685,2017-01-23,Detroit,Sacramento,False
3686,2017-01-23,Miami,Golden State,True
3687,2017-01-23,Indiana,New York,False
3688,2017-01-23,Milwaukee,Houston,True
3689,2017-01-23,New Orleans,Cleveland,True
3690,2017-01-23,Utah,Okla City,False
3691,2017-01-24,Orlando,Chicago,False
3692,2017-01-24,Philadelphia,LA Clippers,True
3693,2017-01-24,Toronto,San Antonio,False
3694,2017-01-24,Washington,Boston,True
3695,2017-01-24,Denver,Utah,True
3696,2017-01-24,Phoenix,Minnesota,False
3697,2017-01-25,Cleveland,Sacramento,False
3698,2019-01-01,Toronto,Utah,True
3699,2019-01-01,Milwaukee,Detroit,True
3700,2019-01-01,Denver,New York,True
3701,2019-01-01,Sacramento,Portland,False
3702,2019-01-01,LA Clippers,Philadelphia,False
3703,2019-01-02,Charlotte,Dallas,False
3704,2019-01-02,Cleveland,Miami,False
3705,2019-01-02,Washington,Atlanta,True
3706,2019-01-02,Brooklyn,New Orleans,True
3707,2019-01-02,Boston,Minnesota,True
3708,2019-01-02,Chicago,Orlando,False
3709,2019-01-02,Memphis,Detroit,False
3710,2019-01-02,Phoenix,Philadelphia,False
3711,2019-01-02,LA Lakers,Okla City,False
3712,2019-01-03,San Antonio,Toronto,True
3713,2019-01-03,Sacramento,Denver,False
3714,2019-01-03,Golden State,Houston,False
3715,2019-01-04,Cleveland,Utah,False
3716,2019-01-04,Boston,Dallas,True
3717,2019-01-04,Chicago,Indiana,False
3718,2019-01-04,Memphis,Brooklyn,False
3719,2019-01-04,Miami,Washington,True
3720,2019-01-04,Minnesota,Orlando,True
3721,2019-01-04,Milwaukee,Atlanta,True
3722,2019-01-04,Phoenix,LA Clippers,False
3723,2019-01-04,LA Lakers,New York,False
3724,2019-01-04,Portland,Okla City,False
3725,2019-01-05,Denver,Charlotte,True
3726,2019-01-05,Detroit,Utah,False
3727,2019-01-05,Philadelphia,Dallas,True
3728,2019-01-05,Cleveland,New Orleans,False
3729,2019-01-05,Milwaukee,Toronto,False
3730,2019-01-05,San Antonio,Memphis,True
3731,2019-01-05,Portland,Houston,True
3732,2019-01-05,Sacramento,Golden State,False
3733,2019-01-06,Chicago,Brooklyn,False
3734,2019-01-06,LA Clippers,Orlando,True
3735,2019-01-06,Minnesota,LA Lakers,True
3736,2019-01-06,Atlanta,Miami,True
3737,2019-01-06,Okla City,Washington,False
3738,2019-01-06,Toronto,Indiana,True
3739,2019-01-06,Phoenix,Charlotte,False
3740,2019-01-07,Detroit,San Antonio,False
3741,2019-01-07,Boston,Brooklyn,True
3742,2019-01-07,Houston,Denver,True
3743,2019-01-07,Milwaukee,Utah,True
3744,2019-01-07,New Orleans,Memphis,True
3745,2019-01-07,Dallas,LA Lakers,False
3746,2019-01-07,Portland,New York,True
3747,2019-01-07,Sacramento,Orlando,True
3748,2019-01-08,Cleveland,Indiana,False
3749,2019-01-08,Philadelphia,Washington,True
3750,2019-01-08,Miami,Denver,False
3751,2019-01-08,Toronto,Atlanta,True
3752,2019-01-08,Okla City,Minnesota,False
3753,2019-01-08,Phoenix,Sacramento,True
3754,2019-01-08,Golden State,New York,True
3755,2019-01-08,LA Clippers,Charlotte,True
3756,2019-01-09,Boston,Indiana,True
3757,2019-01-09,Washington,Philadelphia,True
3758,2019-01-09,Brooklyn,Atlanta,True
3759,2019-01-09,Houston,Milwaukee,False
3760,2019-01-09,Memphis,San Antonio,True
3761,2019-01-09,New Orleans,Cleveland,True
3762,2019-01-09,Dallas,Phoenix,True
3763,2019-01-09,Utah,Orlando,True
3764,2019-01-09,Portland,Chicago,True
3765,2019-01-09,LA Lakers,Detroit,True
3766,2019-01-10,Miami,Boston,True
3767,2019-01-10,Denver,LA Clippers,True
3768,2019-01-10,San Antonio,Okla City,True
3769,2019-01-10,Sacramento,Detroit,True
3770,2019-01-11,Philadelphia,Atlanta,False
3771,2019-01-11,Washington,Milwaukee,True
3772,2019-01-11,New York,Indiana,False
3773,2019-01-11,Toronto,Brooklyn,True
3774,2019-01-11,Houston,Cleveland,True
3775,2019-01-11,Minnesota,Dallas,False
3776,2019-01-11,Portland,Charlotte,True
3777,2019-01-11,Utah,LA Lakers,True
3778,2019-01-11,Golden State,Chicago,True
3779,2019-01-12,LA Clippers,Detroit,False
3780,2019-01-12,Miami,Memphis,True
3781,2019-01-12,Orlando,Boston,True
3782,2019-01-12,Minnesota,New Orleans,True
3783,2019-01-12,Okla City,San Antonio,True
3784,2019-01-12,Phoenix,Denver,True
3785,2019-01-12,Sacramento,Charlotte,True
3786,2019-01-12,Utah,Chicago,True
3787,2019-01-13,New York,Philadelphia,False
3788,2019-01-13,Washington,Toronto,False
3789,2019-01-13,Atlanta,Milwaukee,False
3790,2019-01-13,Orlando,Houston,True
3791,2019-01-13,Dallas,Golden State,False
3792,2019-01-13,Denver,Portland,True
3793,2019-01-13,LA Lakers,Cleveland,False
3794,2019-01-14,Brooklyn,Boston,True
3795,2019-01-14,Houston,Memphis,True
3796,2019-01-14,San Antonio,Charlotte,False
3797,2019-01-14,Utah,Detroit,True
3798,2019-01-14,Sacramento,Portland,True
3799,2019-01-14,LA Clippers,New Orleans,False
3800,2019-01-15,Indiana,Phoenix,True
3801,2019-01-15,Philadelphia,Minnesota,True
3802,2019-01-15,Atlanta,Okla City,True
3803,2019-01-15,Milwaukee,Miami,True
3804,2019-01-15,Denver,Golden State,False
3805,2019-01-15,LA Lakers,Chicago,True
3806,2019-01-16,Detroit,Orlando,True
3807,2019-01-16,Boston,Toronto,True
3808,2019-01-16,Houston,Brooklyn,False
3809,2019-01-16,Memphis,Milwaukee,False
3810,2019-01-16,Dallas,San Antonio,False
3811,2019-01-16,Portland,Cleveland,True
3812,2019-01-16,Golden State,New Orleans,True
3813,2019-01-16,LA Clippers,Utah,False
3814,2019-01-17,Washington,New York,True
3815,2019-01-17,Charlotte,Sacramento,True
3816,2019-01-17,Indiana,Philadelphia,False
3817,2019-01-17,Toronto,Phoenix,True
3818,2019-01-17,Denver,Chicago,True
3819,2019-01-17,Okla City,LA Lakers,False
3820,2019-01-18,Boston,Memphis,True
3821,2019-01-18,Detroit,Miami,True
3822,2019-01-18,Orlando,Brooklyn,False
3823,2019-01-18,Minnesota,San Antonio,False
3824,2019-01-18,Utah,Cleveland,True
3825,2019-01-18,LA Clippers,Golden State,False
3826,2019-01-18,Portland,New Orleans,True
3827,2019-01-19,Philadelphia,Okla City,False
3828,2019-01-19,Charlotte,Phoenix,True
3829,2019-01-19,Detroit,Sacramento,False
3830,2019-01-19,Indiana,Dallas,True
3831,2019-01-19,Orlando,Milwaukee,False
3832,2019-01-19,Atlanta,Boston,False
3833,2019-01-19,Toronto,Memphis,True
3834,2019-01-19,Chicago,Miami,False
3835,2019-01-19,Houston,LA Lakers,True
3836,2019-01-19,Denver,Cleveland,True
3837,2019-01-20,Indiana,Charlotte,True
3838,2019-01-20,Minnesota,Phoenix,True
3839,2019-01-20,San Antonio,LA Clippers,False
3840,2019-01-21,New York,Okla City,False
3841,2019-01-21,Cleveland,Chicago,False
3842,2019-01-21,Milwaukee,Dallas,True
3843,2019-01-21,Washington,Detroit,True
3844,2019-01-21,Atlanta,Orlando,False
3845,2019-01-21,Brooklyn,Sacramento,True
3846,2019-01-21,Memphis,New Orleans,False
3847,2019-01-21,Boston,Miami,True
3848,2019-01-21,Philadelphia,Houston,True
3849,2019-01-21,Utah,Portland,False
3850,2019-01-21,LA Lakers,Golden State,False
3851,2019-01-22,Toronto,Sacramento,True
3852,2019-01-22,Okla City,Portland,True
3853,2019-01-22,Dallas,LA Clippers,True
3854,2019-01-22,Phoenix,Minnesota,False
3855,2019-01-23,Indiana,Toronto,True
3856,2019-01-23,Boston,Cleveland,True
3857,2019-01-23,Brooklyn,Orlando,True
3858,2019-01-23,Miami,LA Clippers,False
3859,2019-01-23,New York,Houston,False
3860,2019-01-23,Chicago,Atlanta,False
3861,2019-01-23,Memphis,Charlotte,False
3862,2019-01-23,New Orleans,Detroit,False
3863,2019-01-23,Philadelphia,San Antonio,True
3864,2019-01-23,Utah,Denver,True
3865,2019-01-24,Okla City,New Orleans,True
3866,2019-01-24,Washington,Golden State,False
3867,2019-01-24,Phoenix,Portland,False
3868,2019-01-24,LA Lakers,Minnesota,False
3869,2019-01-25,Orlando,Washington,False
3870,2019-01-25,Brooklyn,New York,True
3871,2019-01-25,Cleveland,Miami,False
3872,2019-01-25,Chicago,LA Clippers,False
3873,2019-01-25,Houston,Toronto,True
3874,2019-01-25,Memphis,Sacramento,False
3875,2019-01-25,Dallas,Detroit,True
3876,2019-01-25,Milwaukee,Charlotte,True
3877,2019-01-25,Denver,Phoenix,True
3878,2019-01-25,Utah,Minnesota,True
3879,2019-01-26,New Orleans,San Antonio,False
3880,2019-01-26,Memphis,Indiana,True
3881,2019-01-26,Boston,Golden State,False
3882,2019-01-26,Denver,Philadelphia,True
3883,2019-01-26,Portland,Atlanta,True
3884,2019-01-27,Chicago,Cleveland,False
3885,2019-01-27,LA Clippers,Sacramento,True
3886,2019-01-27,Okla City,Milwaukee,True
3887,2019-01-27,Dallas,Toronto,False
3888,2019-01-27,Houston,Orlando,True
3889,2019-01-27,Minnesota,Utah,False
3890,2019-01-27,San Antonio,Washington,True
3891,2019-01-27,New York,Miami,False
3892,2019-01-27,LA Lakers,Phoenix,True
3893,2019-01-28,Charlotte,New York,True
3894,2019-01-28,Indiana,Golden State,False
3895,2019-01-28,Boston,Brooklyn,True
3896,2019-01-28,Memphis,Denver,False
3897,2019-01-28,LA Clippers,Atlanta,False
3898,2019-01-29,Cleveland,Washington,True
3899,2019-01-29,Detroit,Milwaukee,False
3900,2019-01-29,Orlando,Okla City,False
3901,2019-01-29,Brooklyn,Chicago,True
3902,2019-01-29,Houston,New Orleans,False
3903,2019-01-29,San Antonio,Phoenix,True
3904,2019-01-29,LA Lakers,Philadelphia,False
3905,2019-01-30,Boston,Charlotte,True
3906,2019-01-30,Miami,Chicago,False
3907,2019-01-30,New York,Dallas,False
3908,2019-01-30,Minnesota,Memphis,True
3909,2019-01-30,New Orleans,Denver,False
3910,2019-01-30,Washington,Indiana,True
3911,2019-01-30,Sacramento,Atlanta,True
3912,2019-01-30,Portland,Utah,True
3913,2019-01-31,Detroit,Dallas,True
3914,2019-01-31,Orlando,Indiana,True
3915,2019-01-31,Toronto,Milwaukee,False
3916,2019-01-31,San Antonio,Brooklyn,True
3917,2019-01-31,Golden State,Philadelphia,False
3918,2019-01-31,LA Clippers,LA Lakers,False
3919,2017-01-25,Boston,Houston,True
3920,2017-01-25,Brooklyn,Miami,False
3921,2017-01-25,Chicago,Atlanta,False
3922,2017-01-25,Charlotte,Golden State,False
3923,2017-01-25,Memphis,Toronto,True
3924,2017-01-25,Milwaukee,Philadelphia,False
3925,2017-01-25,New Orleans,Okla City,False
3926,2017-01-25,Dallas,New York,True
3927,2017-01-25,Portland,LA Lakers,True
3928,2017-01-26,Minnesota,Indiana,False
3929,2017-01-26,Okla City,Dallas,True
3930,2017-01-26,Denver,Phoenix,True
3931,2017-01-26,Utah,LA Lakers,True
3932,2017-01-27,Indiana,Sacramento,True
3933,2017-01-27,Boston,Orlando,True
3934,2017-01-27,Cleveland,Brooklyn,True
3935,2017-01-27,New York,Charlotte,True
3936,2017-01-27,Toronto,Milwaukee,True
3937,2017-01-27,Atlanta,Washington,False
3938,2017-01-27,Chicago,Miami,False
3939,2017-01-27,New Orleans,San Antonio,True
3940,2017-01-27,Philadelphia,Houston,False
3941,2017-01-27,Portland,Memphis,True
3942,2017-01-28,Charlotte,Sacramento,False
3943,2017-01-28,Miami,Detroit,True
3944,2017-01-28,Milwaukee,Boston,False
3945,2017-01-28,Golden State,LA Clippers,True
3946,2017-01-28,Minnesota,Brooklyn,True
3947,2017-01-28,Phoenix,Denver,False
3948,2017-01-28,Utah,Memphis,False
3949,2017-01-29,Atlanta,New York,True
3950,2017-01-29,Cleveland,Okla City,True
3951,2017-01-29,Indiana,Houston,True
3952,2017-01-29,New Orleans,Washington,False
3953,2017-01-29,Toronto,Orlando,False
3954,2017-01-29,Chicago,Philadelphia,True
3955,2017-01-29,San Antonio,Dallas,False
3956,2017-01-29,Portland,Golden State,False
3957,2017-01-30,Philadelphia,Sacramento,True
3958,2017-01-30,Miami,Brooklyn,True
3959,2017-01-30,Boston,Detroit,True
3960,2017-01-30,Minnesota,Orlando,True
3961,2017-01-30,Dallas,Cleveland,True
3962,2017-01-30,Phoenix,Memphis,False
3963,2017-01-31,Toronto,New Orleans,True
3964,2017-01-31,Washington,New York,True
3965,2017-01-31,Houston,Sacramento,True
3966,2017-01-31,San Antonio,Okla City,True
3967,2017-01-31,Portland,Charlotte,True
3968,2017-01-31,LA Lakers,Denver,True
3969,2018-01-01,Brooklyn,Orlando,True
3970,2018-01-01,Toronto,Milwaukee,True
3971,2018-01-01,Chicago,Portland,False
3972,2018-01-01,Minnesota,LA Lakers,True
3973,2018-01-02,Cleveland,Portland,True
3974,2018-01-02,New York,San Antonio,False
3975,2018-01-02,Phoenix,Atlanta,True
3976,2018-01-02,Sacramento,Charlotte,False
3977,2018-01-02,LA Clippers,Memphis,True
3978,2018-01-03,Orlando,Houston,False
3979,2018-01-03,Philadelphia,San Antonio,True
3980,2018-01-03,Washington,New York,True
3981,2018-01-03,Brooklyn,Minnesota,True
3982,2018-01-03,Miami,Detroit,True
3983,2018-01-03,Boston,Cleveland,True
3984,2018-01-03,Chicago,Toronto,False
3985,2018-01-03,Milwaukee,Indiana,True
3986,2018-01-03,Dallas,Golden State,False
3987,2018-01-03,Denver,Phoenix,True
3988,2018-01-03,Utah,New Orleans,False
3989,2018-01-03,LA Lakers,Okla City,False
3990,2018-01-04,Houston,Golden State,False
3991,2018-01-04,LA Clippers,Okla City,False
3992,2018-01-05,Boston,Minnesota,True
3993,2018-01-05,Philadelphia,Detroit,True
3994,2018-01-05,Miami,New York,True
3995,2018-01-05,Milwaukee,Toronto,False
3996,2018-01-05,Dallas,Chicago,False
3997,2018-01-05,San Antonio,Phoenix,True
3998,2018-01-05,Denver,Utah,True
3999,2018-01-05,Memphis,Washington,False
4000,2018-01-05,Portland,Atlanta,True
4001,2018-01-05,LA Lakers,Charlotte,False
4002,2018-01-06,LA Clippers,Golden State,False
4003,2018-01-06,Brooklyn,Boston,False
4004,2018-01-06,Detroit,Houston,True
4005,2018-01-06,Indiana,Chicago,True
4006,2018-01-06,Orlando,Cleveland,False
4007,2018-01-06,Washington,Milwaukee,False
4008,2018-01-06,Minnesota,New Orleans,True
4009,2018-01-06,Sacramento,Denver,True
4010,2018-01-07,Miami,Utah,True
4011,2018-01-07,Dallas,New York,False
4012,2018-01-07,Phoenix,Okla City,True
4013,2018-01-07,Portland,San Antonio,True
4014,2018-01-07,LA Lakers,Atlanta,True
4015,2018-01-08,Indiana,Milwaukee,True
4016,2018-01-08,Brooklyn,Toronto,False
4017,2018-01-08,Chicago,Houston,False
4018,2018-01-08,Minnesota,Cleveland,True
4019,2018-01-08,New Orleans,Detroit,True
4020,2018-01-08,Sacramento,San Antonio,False
4021,2018-01-08,Golden State,Denver,True
4022,2018-01-08,LA Clippers,Atlanta,True
4023,2018-01-09,Toronto,Miami,False
4024,2018-01-09,Okla City,Portland,False
4025,2018-01-09,Dallas,Orlando,True
4026,2018-01-09,LA Lakers,Sacramento,True
4027,2018-01-10,Charlotte,Dallas,False
4028,2018-01-10,Indiana,Miami,False
4029,2018-01-10,Washington,Utah,False
4030,2018-01-10,Brooklyn,Detroit,False
4031,2018-01-10,New York,Chicago,False
4032,2018-01-10,Houston,Portland,True
4033,2018-01-10,Memphis,New Orleans,True
4034,2018-01-10,Milwaukee,Orlando,True
4035,2018-01-10,Minnesota,Okla City,True
4036,2018-01-10,Denver,Atlanta,False
4037,2018-01-10,Golden State,LA Clippers,False
4038,2018-01-11,Philadelphia,Boston,False
4039,2018-01-11,Toronto,Cleveland,True
4040,2018-01-11,Sacramento,LA Clippers,False
4041,2018-01-11,LA Lakers,San Antonio,True
4042,2018-01-12,Charlotte,Utah,True
4043,2018-01-12,Indiana,Cleveland,True
4044,2018-01-12,Washington,Orlando,True
4045,2018-01-12,Atlanta,Brooklyn,False
4046,2018-01-12,Milwaukee,Golden State,False
4047,2018-01-12,Minnesota,New York,True
4048,2018-01-12,New Orleans,Portland,True
4049,2018-01-12,Denver,Memphis,True
4050,2018-01-12,Phoenix,Houston,False
4051,2018-01-13,Dallas,LA Lakers,False
4052,2018-01-13,LA Clippers,Sacramento,True
4053,2018-01-13,Charlotte,Okla City,False
4054,2018-01-13,Washington,Brooklyn,True
4055,2018-01-13,Toronto,Golden State,False
4056,2018-01-13,Chicago,Detroit,True
4057,2018-01-13,San Antonio,Denver,True
4058,2018-01-14,Miami,Milwaukee,True
4059,2018-01-14,New York,New Orleans,False
4060,2018-01-14,Phoenix,Indiana,False
4061,2018-01-14,Minnesota,Portland,True
4062,2018-01-15,Detroit,Charlotte,False
4063,2018-01-15,Philadelphia,Toronto,True
4064,2018-01-15,Washington,Milwaukee,False
4065,2018-01-15,Atlanta,San Antonio,True
4066,2018-01-15,Brooklyn,New York,False
4067,2018-01-15,Chicago,Miami,True
4068,2018-01-15,Memphis,LA Lakers,True
4069,2018-01-15,Cleveland,Golden State,False
4070,2018-01-15,Okla City,Sacramento,True
4071,2018-01-15,Utah,Indiana,False
4072,2018-01-15,LA Clippers,Houston,True
4073,2018-01-16,Orlando,Minnesota,True
4074,2018-01-16,Boston,New Orleans,False
4075,2018-01-16,Denver,Dallas,True
4076,2018-01-16,Portland,Phoenix,True
4077,2018-01-17,Charlotte,Washington,True
4078,2018-01-17,Atlanta,New Orleans,True
4079,2018-01-17,Brooklyn,San Antonio,False
4080,2018-01-17,Toronto,Detroit,True
4081,2018-01-17,Chicago,Golden State,False
4082,2018-01-17,Memphis,New York,True
4083,2018-01-17,Milwaukee,Miami,False
4084,2018-01-17,Okla City,LA Lakers,True
4085,2018-01-17,Sacramento,Utah,False
4086,2018-01-17,LA Clippers,Denver,True
4087,2018-01-18,Boston,Philadelphia,False
4088,2018-01-18,Cleveland,Orlando,True
4089,2018-01-18,Houston,Minnesota,True
4090,2018-01-18,Portland,Indiana,True
4091,2018-01-19,Toronto,San Antonio,True
4092,2018-01-19,Brooklyn,Miami,True
4093,2018-01-19,Detroit,Washington,False
4094,2018-01-19,Memphis,Sacramento,True
4095,2018-01-19,Denver,Phoenix,False
4096,2018-01-19,LA Lakers,Indiana,True
4097,2018-01-19,Utah,New York,False
4098,2018-01-20,Cleveland,Okla City,False
4099,2018-01-20,Atlanta,Chicago,False
4100,2018-01-20,Charlotte,Miami,False
4101,2018-01-20,New Orleans,Memphis,True
4102,2018-01-20,Philadelphia,Milwaukee,True
4103,2018-01-20,Houston,Golden State,True
4104,2018-01-20,Minnesota,Toronto,True
4105,2018-01-20,Utah,LA Clippers,True
4106,2018-01-20,Portland,Dallas,True
4107,2018-01-21,Boston,Orlando,False
4108,2018-01-21,LA Lakers,New York,True
4109,2018-01-21,Detroit,Brooklyn,False
4110,2018-01-21,San Antonio,Indiana,False
4111,2018-01-22,Charlotte,Sacramento,True
4112,2018-01-22,Atlanta,Utah,True
4113,2018-01-22,Houston,Miami,True
4114,2018-01-22,Memphis,Philadelphia,True
4115,2018-01-22,Milwaukee,Phoenix,True
4116,2018-01-22,New Orleans,Chicago,True
4117,2018-01-22,Dallas,Washington,True
4118,2018-01-22,Denver,Portland,True
4119,2018-01-22,LA Clippers,Minnesota,False
4120,2018-01-23,Orlando,Sacramento,False
4121,2018-01-23,Okla City,Brooklyn,True
4122,2018-01-23,San Antonio,Cleveland,True
4123,2018-01-23,Golden State,New York,True
4124,2018-01-23,LA Lakers,Boston,True
4125,2018-01-24,Charlotte,New Orleans,False
4126,2018-01-24,Detroit,Utah,False
4127,2018-01-24,Indiana,Phoenix,True
4128,2018-01-24,Philadelphia,Chicago,True
4129,2018-01-24,Atlanta,Toronto,False
4130,2018-01-24,Dallas,Houston,False
4131,2018-01-24,Memphis,San Antonio,False
4132,2018-01-24,Portland,Minnesota,True
4133,2018-01-24,LA Clippers,Boston,False
4134,2018-01-25,Miami,Sacramento,False
4135,2018-01-25,Okla City,Washington,True
4136,2018-01-25,Denver,New York,True
4137,2018-01-25,Golden State,Minnesota,True
4138,2018-01-26,Charlotte,Atlanta,True
4139,2018-01-26,Cleveland,Indiana,True
4140,2018-01-26,Toronto,Utah,False
4141,2018-01-26,Chicago,LA Lakers,False
4142,2018-01-26,Memphis,LA Clippers,False
4143,2018-01-26,Milwaukee,Brooklyn,True
4144,2018-01-26,New Orleans,Houston,True
4145,2018-01-26,Dallas,Portland,False
4146,2018-01-26,San Antonio,Philadelphia,False
